测试套/软件包名,测试用例名,状态,日志文件,原因
clevis,oe_test_tang_nbde,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/clevis/oe_test_tang_nbde/2023-09-27-15_38_56.log,file missing
,oe_test_install_clevis,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/clevis/oe_test_install_clevis/2023-09-27-15_36_40.log,file missing
rpmdevtools,oe_test_rpmdevtools_rpmdev-wipetree,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/rpmdevtools/oe_test_rpmdevtools_rpmdev-wipetree/2023-09-27-15_29_02.log,Broken testcase/timeout
os-storage,oe_test_storage_smb_network_latency,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/os-storage/oe_test_storage_smb_network_latency/2023-09-27-20_20_14.log,timeout
,oe_test_storage_nfs_configure_nfsv4,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/os-storage/oe_test_storage_nfs_configure_nfsv4/2023-09-27-19_38_13.log,file missing/timeout
,oe_test_storage_nfs_repeat_restartServer,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/os-storage/oe_test_storage_nfs_repeat_restartServer/2023-09-27-19_08_07.log,file missing/timeout
,oe_test_storage_smb_credential_files,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/os-storage/oe_test_storage_smb_credential_files/2023-09-27-20_19_06.log,timeout
openvswitch,oe_test_service_ovsdb-server,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/openvswitch/oe_test_service_ovsdb-server/2023-09-27-12_55_23.log,systemd unit restart failure/systemd unit runtime error
,oe_test_service_ovs-vswitchd,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/openvswitch/oe_test_service_ovs-vswitchd/2023-09-27-12_56_03.log,（未验证）openvswitch的spec有问题：当不构建dpdk子包时，openvswitch安装列表中没有ovs-vswitchd文件、而只有ovs-vswitchd.nodpdk，导致服务启动失败。手动建立这个符号链接测试通过
,oe_test_service_openvswitch,fail,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/openvswitch/oe_test_service_openvswitch/2023-09-27-12_54_34.log,systemd unit restart failure/systemd unit runtime error
haveged,oe_test_service_haveged,fail_x86NotTest,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/haveged/oe_test_service_haveged/2023-09-27-16_22_50.log,None
qperf,oe_test_qperf_01,fail_x86NotTest,/home/hachi/Desktop/Work/mugen/res_list/oe-rv2309/mugen-riscv_rc4//logs/qperf/oe_test_qperf_01/2023-09-27-16_59_05.log,
